grid_id,annotation_id,source_file,source_layer,source_id,source_name,label_definition,quality_tier,review_status,issue_type,split_scope,label_source,semantic_confidence
G1238,G1238_045,G1238.gpkg,G1238,G1238_045,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_046,G1238.gpkg,G1238,G1238_046,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_047,G1238.gpkg,G1238,G1238_047,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_048,G1238.gpkg,G1238,G1238_048,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_049,G1238.gpkg,G1238,G1238_049,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_050,G1238.gpkg,G1238,G1238_050,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_051,G1238.gpkg,G1238,G1238_051,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_052,G1238.gpkg,G1238,G1238_052,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_053,G1238.gpkg,G1238,G1238_053,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_054,G1238.gpkg,G1238,G1238_054,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_055,G1238.gpkg,G1238,G1238_055,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_056,G1238.gpkg,G1238,G1238_056,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_057,G1238.gpkg,G1238,G1238_057,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_058,G1238.gpkg,G1238,G1238_058,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_059,G1238.gpkg,G1238,G1238_059,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_060,G1238.gpkg,G1238,G1238_060,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_061,G1238.gpkg,G1238,G1238_061,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_062,G1238.gpkg,G1238,G1238_062,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_063,G1238.gpkg,G1238,G1238_063,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_064,G1238.gpkg,G1238,G1238_064,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_065,G1238.gpkg,G1238,G1238_065,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_066,G1238.gpkg,G1238,G1238_066,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_067,G1238.gpkg,G1238,G1238_067,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_068,G1238.gpkg,G1238,G1238_068,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_069,G1238.gpkg,G1238,G1238_069,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_070,G1238.gpkg,G1238,G1238_070,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_071,G1238.gpkg,G1238,G1238_071,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_072,G1238.gpkg,G1238,G1238_072,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_073,G1238.gpkg,G1238,G1238_073,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_074,G1238.gpkg,G1238,G1238_074,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_075,G1238.gpkg,G1238,G1238_075,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_076,G1238.gpkg,G1238,G1238_076,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_077,G1238.gpkg,G1238,G1238_077,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_078,G1238.gpkg,G1238,G1238_078,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_079,G1238.gpkg,G1238,G1238_079,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_080,G1238.gpkg,G1238,G1238_080,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_081,G1238.gpkg,G1238,G1238_081,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_082,G1238.gpkg,G1238,G1238_082,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_083,G1238.gpkg,G1238,G1238_083,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_084,G1238.gpkg,G1238,G1238_084,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_085,G1238.gpkg,G1238,G1238_085,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_086,G1238.gpkg,G1238,G1238_086,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_087,G1238.gpkg,G1238,G1238_087,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_088,G1238.gpkg,G1238,G1238_088,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_089,G1238.gpkg,G1238,G1238_089,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_090,G1238.gpkg,G1238,G1238_090,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_091,G1238.gpkg,G1238,G1238_091,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_092,G1238.gpkg,G1238,G1238_092,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_093,G1238.gpkg,G1238,G1238_093,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_094,G1238.gpkg,G1238,G1238_094,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_095,G1238.gpkg,G1238,G1238_095,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_096,G1238.gpkg,G1238,G1238_096,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_097,G1238.gpkg,G1238,G1238_097,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_098,G1238.gpkg,G1238,G1238_098,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_099,G1238.gpkg,G1238,G1238_099,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_100,G1238.gpkg,G1238,G1238_100,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_101,G1238.gpkg,G1238,G1238_101,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_102,G1238.gpkg,G1238,G1238_102,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_103,G1238.gpkg,G1238,G1238_103,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_104,G1238.gpkg,G1238,G1238_104,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_105,G1238.gpkg,G1238,G1238_105,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_106,G1238.gpkg,G1238,G1238_106,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_107,G1238.gpkg,G1238,G1238_107,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_108,G1238.gpkg,G1238,G1238_108,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_109,G1238.gpkg,G1238,G1238_109,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_110,G1238.gpkg,G1238,G1238_110,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_111,G1238.gpkg,G1238,G1238_111,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_112,G1238.gpkg,G1238,G1238_112,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_113,G1238.gpkg,G1238,G1238_113,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_114,G1238.gpkg,G1238,G1238_114,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_115,G1238.gpkg,G1238,G1238_115,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_116,G1238.gpkg,G1238,G1238_116,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_117,G1238.gpkg,G1238,G1238_117,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_118,G1238.gpkg,G1238,G1238_118,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_119,G1238.gpkg,G1238,G1238_119,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_120,G1238.gpkg,G1238,G1238_120,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_121,G1238.gpkg,G1238,G1238_121,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_122,G1238.gpkg,G1238,G1238_122,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_123,G1238.gpkg,G1238,G1238_123,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1238,G1238_124,G1238.gpkg,G1238,G1238_124,,installation_footprint,T1,sam2.1_reviewed,,,human_manual_sam_assisted,A1
G1189,G1189_000,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,09966239D23DC8EC4719,G1189_001,installation_footprint,T2,unreviewed,,,,
G1189,G1189_001,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,03B754B4D23DC8ECE140,G1189_001,installation_footprint,T2,unreviewed,,,,
G1189,G1189_002,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0EFCFA09993DC8ED0BBC,G1189_001,installation_footprint,T2,unreviewed,,,,
G1189,G1189_003,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,044615FB603DC8F22354,G1189_002,installation_footprint,T2,unreviewed,,,,
G1189,G1189_004,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,09991B67DA3DC8F25F48,G1189_002,installation_footprint,T2,unreviewed,,,,
G1189,G1189_005,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0AABEA55593DC8F281C6,G1189_002,installation_footprint,T2,unreviewed,,,,
G1189,G1189_006,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,03B3FA05433DC8F29AC0,G1189_002,installation_footprint,T2,unreviewed,,,,
G1189,G1189_007,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,00726C23823DC8F4B9EC,G1189_002,installation_footprint,T2,unreviewed,,,,
G1189,G1189_008,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0B2C6B48953DC8F50216,G1189_002,installation_footprint,T2,unreviewed,,,,
G1189,G1189_009,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0C7229DA573DC8F9241C,G1189_003,installation_footprint,T2,unreviewed,,,,
G1189,G1189_010,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,02D8C7C8BF3DC8FEEEE1,G1189_004,installation_footprint,T2,unreviewed,,,,
G1189,G1189_011,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,027D6D23763DC8FF41A0,G1189_005,installation_footprint,T2,unreviewed,,,,
G1189,G1189_012,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,098F688E243DC90055B0,G1189_006,installation_footprint,T2,unreviewed,,,,
G1189,G1189_013,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0B97F423413DC900926C,G1189_006,installation_footprint,T2,unreviewed,,,,
G1189,G1189_014,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0D61DC80893DC90189BE,G1189_007,installation_footprint,T2,unreviewed,,,,
G1189,G1189_015,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0E84A8446A3DC9026480,G1189_008,installation_footprint,T2,unreviewed,,,,
G1189,G1189_016,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,09C27BE5933DC903CA0C,G1189_009,installation_footprint,T2,unreviewed,,,,
G1189,G1189_017,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,06FEDFBD9D3DC90911DB,G1189_010,installation_footprint,T2,unreviewed,,,,
G1189,G1189_018,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0198A120AD3DC90A9763,G1189_011,installation_footprint,T2,unreviewed,,,,
G1189,G1189_019,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,00194239543DC90C5CD8,G1189_012,installation_footprint,T2,unreviewed,,,,
G1189,G1189_020,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,06322479893DC90D5590,G1189_013,installation_footprint,T2,unreviewed,,,,
G1189,G1189_021,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,054EA37E773DC90E1FEB,G1189_014,installation_footprint,T2,unreviewed,,,,
G1189,G1189_022,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0D38CF84FD3DC90E7446,G1189_014,installation_footprint,T2,unreviewed,,,,
G1189,G1189_023,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0BD5B9E94F3DC90EB4C8,G1189_014,installation_footprint,T2,unreviewed,,,,
G1189,G1189_024,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0A59D132103DC91188BC,G1189_015,installation_footprint,T2,unreviewed,,,,
G1189,G1189_025,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,04789B255E3DC913AD20,G1189_015,installation_footprint,T2,unreviewed,,,,
G1189,G1189_026,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,04F9DF975D3DC9147E74,G1189_016,installation_footprint,T2,unreviewed,,,,
G1189,G1189_027,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0F4CA4B8123DC91545CB,G1189_017,installation_footprint,T2,unreviewed,,,,
G1189,G1189_028,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0EB734A4CA3DC9170520,G1189_018,installation_footprint,T2,unreviewed,,,,
G1189,G1189_029,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0AD933FFFA3DC91754C1,G1189_018,installation_footprint,T2,unreviewed,,,,
G1189,G1189_030,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0B3C412DF63DC9189B2F,G1189_019,installation_footprint,T2,unreviewed,,,,
G1189,G1189_031,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,08EBD69C8D3DC918D186,G1189_019,installation_footprint,T2,unreviewed,,,,
G1189,G1189_032,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,01D04F1A233DC91905E1,G1189_019,installation_footprint,T2,unreviewed,,,,
G1189,G1189_033,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0A8E0BAA9E3DC919CF0F,G1189_020,installation_footprint,T2,unreviewed,,,,
G1189,G1189_034,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,09C44E6AC03DC91AEAD0,G1189_021,installation_footprint,T2,unreviewed,,,,
G1189,G1189_035,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0958240AA93DC91C570E,G1189_021,installation_footprint,T2,unreviewed,,,,
G1189,G1189_036,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0D11B3DECF3DC91D3A30,G1189_022,installation_footprint,T2,unreviewed,,,,
G1189,G1189_037,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,05DDCC756E3DC91E4EE3,G1189_023,installation_footprint,T2,unreviewed,,,,
G1189,G1189_038,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0236B723153DC9205743,G1189_024,installation_footprint,T2,unreviewed,,,,
G1189,G1189_039,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0BF7BB965F3DC923A5D8,G1189_025,installation_footprint,T2,unreviewed,,,,
G1189,G1189_040,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,04A57B02353DC92523B3,G1189_026,installation_footprint,T2,unreviewed,,,,
G1189,G1189_041,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0E55541D8A3DC927B0A4,G1189_027,installation_footprint,T2,unreviewed,,,,
G1189,G1189_042,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0A7EC8568E3DC929117E,G1189_028,installation_footprint,T2,unreviewed,,,,
G1189,G1189_043,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,05034442F33DC92B6C79,G1189_029,installation_footprint,T2,unreviewed,,,,
G1189,G1189_044,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,093BDE38493DC92DAA44,G1189_030,installation_footprint,T2,unreviewed,,,,
G1189,G1189_045,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,079972BBA53DC92ECA24,G1189_031,installation_footprint,T2,unreviewed,,,,
G1189,G1189_046,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,093AC1788F3DC92F8E18,G1189_032,installation_footprint,T2,unreviewed,,,,
G1189,G1189_047,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0D20CF00D83DC92FFEDC,G1189_033,installation_footprint,T2,unreviewed,,,,
G1189,G1189_048,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,024EBED1023DC93036D7,G1189_033,installation_footprint,T2,unreviewed,,,,
G1189,G1189_049,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,090DE7CA8F3DC930D628,G1189_034,installation_footprint,T2,unreviewed,,,,
G1189,G1189_050,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0E55101ECB3DC93123F1,G1189_035,installation_footprint,T2,unreviewed,,,,
G1189,G1189_051,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,002077B3CC3DC9326504,G1189_035,installation_footprint,T2,unreviewed,,,,
G1189,G1189_052,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,056A56D1FF3DC9339AB4,G1189_036,installation_footprint,T2,unreviewed,,,,
G1189,G1189_053,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0EA0FD10403DC9342EAC,G1189_037,installation_footprint,T2,unreviewed,,,,
G1189,G1189_054,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0F8961361A3DC9351149,G1189_038,installation_footprint,T2,unreviewed,,,,
G1189,G1189_055,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,01376AB1EA3DC936EBF1,G1189_039,installation_footprint,T2,unreviewed,,,,
G1189,G1189_056,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,089A53ED943DC9385910,G1189_040,installation_footprint,T2,unreviewed,,,,
G1189,G1189_057,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,098BA79F143DC93A23A3,G1189_041,installation_footprint,T2,unreviewed,,,,
G1190,G1190_000,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0B2141C5A33DC940EFA8,G1190_001,installation_footprint,T2,unreviewed,,,,
G1190,G1190_001,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0FA998CA403DC941577F,G1190_001,installation_footprint,T2,unreviewed,,,,
G1190,G1190_002,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,008192465E3DC9417F44,G1190_002,installation_footprint,T2,unreviewed,,,,
G1190,G1190_003,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,04B483AD503DC941C747,G1190_003,installation_footprint,T2,unreviewed,,,,
G1190,G1190_004,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,0C2E206A923DC942194F,G1190_004,installation_footprint,T2,unreviewed,,,,
G1190,G1190_005,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,03AD870E1B3DC942AF48,G1190_005,installation_footprint,T2,unreviewed,,,,
G1190,G1190_006,solarpanel_g0001_g1190.gpkg,cape_town_g0001_g1190,002104D9F53DC942DA3B,G1190_005,installation_footprint,T2,unreviewed,,,,
