poly_id,region,grid_id,imagery_layer,source_file,source_layer,source_id,label_source,quality_tier,semantic_confidence,boundary_trust,mask_trusted,added_date,archived,archived_reason,notes
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_012,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_012,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_013,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_013,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_014,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_014,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_015,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_015,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_016,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_016,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_017,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_017,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_018,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_018,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_019,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_019,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_020,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_020,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_021,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_021,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_022,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_022,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_023,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_023,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_024,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_024,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_025,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_025,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_026,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_026,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_027,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_027,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_028,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_028,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_029,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_029,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_030,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_030,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_031,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_031,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_032,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_032,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_033,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_033,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_034,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_034,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_035,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_035,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_036,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_036,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_037,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_037,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_038,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_038,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_039,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_039,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_040,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_040,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_041,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_041,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_042,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_042,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_043,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_043,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_044,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_044,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_045,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_045,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_046,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_046,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_047,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_047,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_048,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_048,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_049,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_049,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_050,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_050,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_051,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_051,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_052,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_052,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_053,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_053,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_054,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_054,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_055,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_055,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_056,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_056,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_057,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_057,human_manual_sam_assisted,T2,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_058,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_058,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_059,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_059,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_060,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_060,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_061,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_061,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_062,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_062,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_063,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_063,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_064,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_064,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_065,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_065,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_066,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_066,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_067,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_067,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_068,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_068,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_069,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_069,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_070,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_070,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_071,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_071,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_072,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_072,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_073,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_073,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_074,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_074,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_075,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_075,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_076,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_076,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_077,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_077,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_078,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_078,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_079,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_079,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_080,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_080,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_081,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_081,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_082,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_082,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_083,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_083,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_084,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_084,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_085,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_085,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_086,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_086,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_087,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_087,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_088,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_088,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_089,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_089,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_090,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_090,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_091,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_091,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_092,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_092,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_093,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_093,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_094,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_094,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_095,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_095,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_096,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_096,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_097,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_097,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_098,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_098,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_099,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_099,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_100,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_100,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_101,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_101,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_102,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_102,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_103,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_103,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
cape_town:G1189:sam_residential_g1189_mosa_109_rgb255105180:G1189_104,cape_town,G1189,aerial_2025,G1189_SAM2_260320.gpkg,sam_residential_g1189_mosa_109_rgb255105180,G1189_104,human_manual_sam_assisted,,,trusted,True,2026-05-29,False,,
