poly_id,region,grid_id,imagery_layer,source_file,source_layer,source_id,label_source,quality_tier,semantic_confidence,boundary_trust,mask_trusted,added_date,archived,archived_reason,notes
johannesburg:G0772:G0772_V4_260407:10,johannesburg,G0772,aerial_2023,G0772_V4_260407.gpkg,G0772_V4_260407,10,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0772:G0772_V4_260407:11,johannesburg,G0772,aerial_2023,G0772_V4_260407.gpkg,G0772_V4_260407,11,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0772:G0772_V4_260407:12,johannesburg,G0772,aerial_2023,G0772_V4_260407.gpkg,G0772_V4_260407,12,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0772:G0772_V4_260407:13,johannesburg,G0772,aerial_2023,G0772_V4_260407.gpkg,G0772_V4_260407,13,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0772:G0772_V4_260407:14,johannesburg,G0772,aerial_2023,G0772_V4_260407.gpkg,G0772_V4_260407,14,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0772:G0772_V4_260407:15,johannesburg,G0772,aerial_2023,G0772_V4_260407.gpkg,G0772_V4_260407,15,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:0,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,0,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:1,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,1,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:2,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,2,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:3,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,3,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:4,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,4,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:5,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,5,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:6,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,6,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:7,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,7,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:8,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,8,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:9,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,9,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0773:G0773_V4_260407:10,johannesburg,G0773,aerial_2023,G0773_V4_260407.gpkg,G0773_V4_260407,10,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:0,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,0,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:1,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,1,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:2,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,2,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:3,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,3,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:4,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,4,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:5,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,5,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:6,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,6,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:7,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,7,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:8,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,8,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:9,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,9,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:10,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,10,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:11,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,11,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:12,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,12,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:13,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,13,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:14,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,14,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:15,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,15,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:16,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,16,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:17,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,17,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:18,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,18,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:19,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,19,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:20,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,20,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:21,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,21,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:22,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,22,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:23,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,23,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:24,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,24,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:25,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,25,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:26,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,26,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:27,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,27,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:28,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,28,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:29,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,29,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:30,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,30,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:31,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,31,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:32,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,32,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:33,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,33,sam_added_true_fn,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:34,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,34,sam_added_true_fn,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0774:G0774_V4_260407:35,johannesburg,G0774,aerial_2023,G0774_V4_260407.gpkg,G0774_V4_260407,35,sam_added_true_fn,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:0,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,0,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:1,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,1,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:2,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,2,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:3,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,3,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:4,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,4,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:5,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,5,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:6,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,6,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:7,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,7,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:8,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,8,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:9,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,9,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:10,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,10,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:11,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,11,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:12,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,12,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:13,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,13,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:14,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,14,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:15,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,15,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:16,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,16,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:17,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,17,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:18,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,18,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:19,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,19,sam_added_true_fn,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:20,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,20,sam_added_true_fn,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:21,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,21,sam_added_true_fn,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0775:G0775_V4_260407:22,johannesburg,G0775,aerial_2023,G0775_V4_260407.gpkg,G0775_V4_260407,22,sam_added_true_fn,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0776:G0776_V4_260407:0,johannesburg,G0776,aerial_2023,G0776_V4_260407.gpkg,G0776_V4_260407,0,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0776:G0776_V4_260407:1,johannesburg,G0776,aerial_2023,G0776_V4_260407.gpkg,G0776_V4_260407,1,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0776:G0776_V4_260407:2,johannesburg,G0776,aerial_2023,G0776_V4_260407.gpkg,G0776_V4_260407,2,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:0,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,0,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:1,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,1,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:2,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,2,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:3,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,3,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:4,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,4,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:5,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,5,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:6,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,6,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:7,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,7,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:8,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,8,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:9,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,9,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:10,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,10,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:11,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,11,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:12,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,12,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
johannesburg:G0814:G0814_V4_260407:13,johannesburg,G0814,aerial_2023,G0814_V4_260407.gpkg,G0814_V4_260407,13,reviewed_prediction,,,untrusted,False,2026-05-29,True,aerial_2023 vintage/GSD mismatch vs vexcel_2024 base (2026-05-29 decision),
